seqname,source,feature,start,end,score,strand,frame,attribute,gene_id,gene_name,gene_biotype,start_norm,end_norm,length
22,ensembl,gene,10736171,10736283,.,-,.,"gene_id ""ENSG00000277248""; gene_version ""1""; gene_name ""U2""; gene_source ""ensembl""; gene_biotype ""snRNA"";",ENSG00000277248,U2,snRNA,0.0,0.0,112
22,havana,gene,15572089,15573265,.,-,.,"gene_id ""ENSG00000213727""; gene_version ""3""; gene_name ""AP000533.1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000213727,AP000533.1,processed_pseudogene,0.12080333079115782,0.12072828805851767,1176
22,havana,gene,15588361,15588478,.,+,.,"gene_id ""ENSG00000230643""; gene_version ""1""; gene_name ""AP000533.3""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000230643,AP000533.3,unprocessed_pseudogene,0.1212098124144264,0.12110799578664944,117
22,havana,gene,15600908,15604882,.,-,.,"gene_id ""ENSG00000230471""; gene_version ""1""; gene_name ""AP000532.2""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000230471,AP000532.2,lincRNA,0.12152324192076557,0.12151743018961225,3974
22,havana,gene,15611759,15613096,.,-,.,"gene_id ""ENSG00000231565""; gene_version ""1""; gene_name ""NEK2P2""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000231565,NEK2P2,processed_pseudogene,0.1217943046109135,0.1217224469041902,1337
22,havana,gene,15615402,15615578,.,-,.,"gene_id ""ENSG00000226474""; gene_version ""1""; gene_name ""AP000532.1""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000226474,AP000532.1,unprocessed_pseudogene,0.12188530833224877,0.12178439619632345,176
22,havana,gene,15622601,15632051,.,-,.,"gene_id ""ENSG00000224435""; gene_version ""2""; gene_name ""NF1P6""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000224435,NF1P6,unprocessed_pseudogene,0.12206514247715476,0.12219555279959135,9450
22,havana,gene,15635180,15644330,.,-,.,"gene_id ""ENSG00000234381""; gene_version ""1""; gene_name ""MED15P7""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000234381,MED15P7,unprocessed_pseudogene,0.12237937135738433,0.1225020295756204,9150
22,ensembl_havana,gene,15690026,15721631,.,+,.,"gene_id ""ENSG00000198062""; gene_version ""14""; gene_name ""POTEH""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000198062,POTEH,protein_coding,0.12374944824466237,0.12443141806522227,31605
22,havana,gene,15699361,15703403,.,-,.,"gene_id ""ENSG00000236666""; gene_version ""1""; gene_name ""POTEH-AS1""; gene_source ""havana""; gene_biotype ""antisense_RNA"";",ENSG00000236666,POTEH-AS1,antisense_RNA,0.1239826405967526,0.12397645767158619,4042
22,ensembl,gene,15701459,15701565,.,+,.,"gene_id ""ENSG00000212216""; gene_version ""1""; gene_name ""RNU6-816P""; gene_source ""ensembl""; gene_biotype ""snRNA"";",ENSG00000212216,RNU6-816P,snRNA,0.12403504954744196,0.12393058224896697,106
22,havana,gene,15721486,15722608,.,+,.,"gene_id ""ENSG00000241838""; gene_version ""3""; gene_name ""AP000529.1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000241838,AP000529.1,processed_pseudogene,0.12453533270066221,0.12445580342316513,1122
22,havana,gene,15746630,15778297,.,+,.,"gene_id ""ENSG00000225255""; gene_version ""6""; gene_name ""LINC01297""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000225255,LINC01297,lincRNA,0.1251634407350443,0.12584576882590817,31667
22,havana,gene,15749156,15750825,.,-,.,"gene_id ""ENSG00000235992""; gene_version ""1""; gene_name ""GRAMD4P2""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000235992,GRAMD4P2,processed_pseudogene,0.12522654131151775,0.12516008351024158,1669
22,havana,gene,15784959,15829984,.,+,.,"gene_id ""ENSG00000206195""; gene_version ""10""; gene_name ""DUXAP8""; gene_source ""havana""; gene_biotype ""processed_transcript"";",ENSG00000206195,DUXAP8,processed_transcript,0.12612091579270537,0.1271358466109569,45025
22,havana,gene,15796959,15798346,.,+,.,"gene_id ""ENSG00000271127""; gene_version ""1""; gene_name ""AP000526.1""; gene_source ""havana""; gene_biotype ""sense_intronic"";",ENSG00000271127,AP000526.1,sense_intronic,0.1264206810016055,0.12634618033194336,1387
22,havana,gene,15805263,15820884,.,-,.,"gene_id ""ENSG00000232775""; gene_version ""6""; gene_name ""BMS1P22""; gene_source ""havana""; gene_biotype ""transcribed_unprocessed_pseudogene"";",ENSG00000232775,BMS1P22,transcribed_unprocessed_pseudogene,0.12662811852616437,0.12690871584608482,15621
22,havana,gene,15823197,15823890,.,+,.,"gene_id ""ENSG00000272872""; gene_version ""1""; gene_name ""AP000525.1""; gene_source ""havana""; gene_biotype ""sense_intronic"";",ENSG00000272872,AP000525.1,sense_intronic,0.12707611763086563,0.12698374387676672,693
22,havana,gene,15826566,15827187,.,+,.,"gene_id ""ENSG00000271672""; gene_version ""1""; gene_name ""DUXAP8""; gene_source ""havana""; gene_biotype ""transcribed_processed_pseudogene"";",ENSG00000271672,DUXAP8,transcribed_processed_pseudogene,0.12716027671326433,0.1270660351000396,621
22,havana,gene,15852990,15893942,.,+,.,"gene_id ""ENSG00000223875""; gene_version ""2""; gene_name ""NBEAP3""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000223875,NBEAP3,unprocessed_pseudogene,0.12782035970326242,0.128732201496637,40952
22,havana,gene,15854195,15855243,.,-,.,"gene_id ""ENSG00000215270""; gene_version ""3""; gene_name ""AP000523.1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000215270,AP000523.1,processed_pseudogene,0.1278504611263228,0.12776629671973755,1048
22,havana,gene,15901791,15901911,.,+,.,"gene_id ""ENSG00000229286""; gene_version ""1""; gene_name ""AP000522.1""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000229286,AP000522.1,unprocessed_pseudogene,0.12903942986655703,0.1289311031521607,120
22,havana,gene,15914721,15915800,.,-,.,"gene_id ""ENSG00000233866""; gene_version ""1""; gene_name ""AC145543.1""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000233866,AC145543.1,lincRNA,0.1293624268791469,0.1292777646019748,1079
22,ensembl,gene,16141767,16141872,.,+,.,"gene_id ""ENSG00000278188""; gene_version ""1""; gene_name ""U6""; gene_source ""ensembl""; gene_biotype ""snRNA"";",ENSG00000278188,U6,snRNA,0.13503413451414178,0.13492039166528932,105
22,havana,gene,16387694,16390887,.,+,.,"gene_id ""ENSG00000225293""; gene_version ""1""; gene_name ""ABCD1P4""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000225293,ABCD1P4,unprocessed_pseudogene,0.14117749772490695,0.14113566280975332,3193
22,havana,gene,16405330,16405417,.,+,.,"gene_id ""ENSG00000226160""; gene_version ""1""; gene_name ""AC137499.1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000226160,AC137499.1,processed_pseudogene,0.14161805266025385,0.14149832325080733,87
22,havana,gene,16423943,16426031,.,+,.,"gene_id ""ENSG00000229658""; gene_version ""1""; gene_name ""PABPC1P9""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000229658,PABPC1P9,unprocessed_pseudogene,0.14208301347969204,0.14201283683180438,2088
22,havana,gene,16428947,16476870,.,-,.,"gene_id ""ENSG00000227367""; gene_version ""1""; gene_name ""SLC9B1P4""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000227367,SLC9B1P4,unprocessed_pseudogene,0.14220801557180338,0.143281749024698,47923
22,ensembl,gene,16486985,16488322,.,+,.,"gene_id ""ENSG00000280263""; gene_version ""1""; gene_name ""ACTR3BP2""; gene_source ""ensembl""; gene_biotype ""processed_pseudogene"";",ENSG00000280263,ACTR3BP2,processed_pseudogene,0.14365783000464885,0.14356758435649086,1337
22,havana,gene,16503304,16509475,.,+,.,"gene_id ""ENSG00000235969""; gene_version ""1""; gene_name ""CHEK2P4""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000235969,CHEK2P4,unprocessed_pseudogene,0.14406548570831895,0.14409555106740726,6171
22,havana,gene,16521059,16527237,.,+,.,"gene_id ""ENSG00000273362""; gene_version ""1""; gene_name ""AP000547.2""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000273362,AP000547.2,lincRNA,0.14450901331532076,0.14453888036912793,6178
22,havana,gene,16572027,16574637,.,+,.,"gene_id ""ENSG00000233995""; gene_version ""1""; gene_name ""AP000547.1""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000233995,AP000547.1,unprocessed_pseudogene,0.14578221607925593,0.14572195710043967,2610
22,havana,gene,16575363,16582707,.,-,.,"gene_id ""ENSG00000239435""; gene_version ""2""; gene_name ""KCNMB3P1""; gene_source ""havana""; gene_biotype ""transcribed_unprocessed_pseudogene"";",ENSG00000239435,KCNMB3P1,transcribed_unprocessed_pseudogene,0.14586555080733016,0.1459233796578592,7344
22,ensembl_havana,gene,16590751,16592810,.,-,.,"gene_id ""ENSG00000198445""; gene_version ""4""; gene_name ""CCT8L2""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000198445,CCT8L2,protein_coding,0.1462499497268764,0.14617554472571664,2059
22,havana,gene,16595089,16595485,.,-,.,"gene_id ""ENSG00000240122""; gene_version ""1""; gene_name ""FABP5P11""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000240122,FABP5P11,processed_pseudogene,0.1463583148498938,0.14624231118681916,396
22,havana,gene,16601887,16698742,.,+,.,"gene_id ""ENSG00000100181""; gene_version ""22""; gene_name ""TPTEP1""; gene_source ""havana""; gene_biotype ""transcribed_unprocessed_pseudogene"";",ENSG00000100181,TPTEP1,transcribed_unprocessed_pseudogene,0.14652813184073574,0.1488195465042254,96855
22,havana,gene,16601911,16615111,.,+,.,"gene_id ""ENSG00000283633""; gene_version ""1""; gene_name ""AP000547.3""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000283633,AP000547.3,lincRNA,0.14652873137115355,0.14673216485620152,13200
22,havana,gene,16616170,16617114,.,+,.,"gene_id ""ENSG00000267338""; gene_version ""1""; gene_name ""AP000365.1""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000267338,AP000365.1,lincRNA,0.1468849273806291,0.1467821585838981,944
22,havana,gene,16645695,16646581,.,-,.,"gene_id ""ENSG00000249288""; gene_version ""1""; gene_name ""SLC25A15P5""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000249288,SLC25A15P5,unprocessed_pseudogene,0.14762247469669382,0.14751763795186354,886
22,havana,gene,16653892,16659628,.,-,.,"gene_id ""ENSG00000249263""; gene_version ""2""; gene_name ""PARP4P3""; gene_source ""havana""; gene_biotype ""transcribed_unprocessed_pseudogene"";",ENSG00000249263,PARP4P3,transcribed_unprocessed_pseudogene,0.14782723931480668,0.14784328356607082,5736
22,havana,gene,16654066,16675540,.,-,.,"gene_id ""ENSG00000189295""; gene_version ""13""; gene_name ""ANKRD62P1-PARP4P3""; gene_source ""havana""; gene_biotype ""processed_transcript"";",ENSG00000189295,ANKRD62P1-PARP4P3,processed_transcript,0.14783158591033574,0.14824043793207572,21474
22,havana,gene,16671090,16679493,.,-,.,"gene_id ""ENSG00000259271""; gene_version ""1""; gene_name ""ANKRD62P1""; gene_source ""havana""; gene_biotype ""transcribed_unprocessed_pseudogene"";",ENSG00000259271,ANKRD62P1,transcribed_unprocessed_pseudogene,0.1482568528200287,0.14833910253795918,8403
22,havana,gene,16676016,16694648,.,-,.,"gene_id ""ENSG00000273244""; gene_version ""1""; gene_name ""AC005301.1""; gene_source ""havana""; gene_biotype ""processed_transcript"";",ENSG00000273244,AC005301.1,processed_transcript,0.14837990643828222,0.14871736261945767,18632
22,havana,gene,16690103,16704477,.,-,.,"gene_id ""ENSG00000241717""; gene_version ""1""; gene_name ""VWFP1""; gene_source ""havana""; gene_biotype ""transcribed_unprocessed_pseudogene"";",ENSG00000241717,VWFP1,transcribed_unprocessed_pseudogene,0.1487318058130969,0.14896268880494423,14374
22,havana,gene,16746869,16748645,.,-,.,"gene_id ""ENSG00000235343""; gene_version ""1""; gene_name ""LINC01665""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000235343,LINC01665,lincRNA,0.15014984513379895,0.15006509667558932,1776
22,ensembl_havana,gene,16783412,16821699,.,-,.,"gene_id ""ENSG00000172967""; gene_version ""7""; gene_name ""XKR3""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000172967,XKR3,protein_coding,0.15106270513620207,0.15188848248844267,38287
22,havana,gene,16827474,16829335,.,+,.,"gene_id ""ENSG00000229027""; gene_version ""3""; gene_name ""HSFY1P1""; gene_source ""havana""; gene_biotype ""transcribed_unprocessed_pseudogene"";",ENSG00000229027,HSFY1P1,transcribed_unprocessed_pseudogene,0.1521633930224152,0.15207907265553752,1861
22,havana,gene,16837522,16837666,.,+,.,"gene_id ""ENSG00000234121""; gene_version ""1""; gene_name ""GPM6BP3""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000234121,GPM6BP3,processed_pseudogene,0.1524143964240009,0.1522870096228067,144
22,havana,gene,16844399,16846357,.,+,.,"gene_id ""ENSG00000283535""; gene_version ""1""; gene_name ""AC007064.4""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000283535,AC007064.4,unprocessed_pseudogene,0.15258618686913475,0.15250393198297188,1958
22,havana,gene,16855804,16856162,.,+,.,"gene_id ""ENSG00000237835""; gene_version ""1""; gene_name ""AC007064.3""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000237835,AC007064.3,processed_pseudogene,0.15287108871976024,0.15274865914226537,358
22,havana,gene,16857619,16860718,.,-,.,"gene_id ""ENSG00000220248""; gene_version ""1""; gene_name ""ZNF402P""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000220248,ZNF402P,processed_pseudogene,0.1529164282076064,0.15286237428124969,3099
22,havana,gene,16869478,16871126,.,+,.,"gene_id ""ENSG00000237689""; gene_version ""1""; gene_name ""AC007064.2""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000237689,AC007064.2,lincRNA,0.15321267117530193,0.15312215197364404,1648
22,havana,gene,16876218,16876421,.,-,.,"gene_id ""ENSG00000228122""; gene_version ""1""; gene_name ""MTND1P17""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000228122,MTND1P17,processed_pseudogene,0.15338103930096753,0.15325431212748994,203
22,havana,gene,16876552,16876902,.,-,.,"gene_id ""ENSG00000237358""; gene_version ""1""; gene_name ""AC007064.1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000237358,AC007064.1,processed_pseudogene,0.15338938276594857,0.15326631761077605,350
22,havana,gene,16897445,16897546,.,+,.,"gene_id ""ENSG00000225480""; gene_version ""1""; gene_name ""AC006548.1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000225480,AC006548.1,processed_pseudogene,0.15391129897507777,0.15378157997451444,101
22,havana,gene,16904219,16904696,.,-,.,"gene_id ""ENSG00000230481""; gene_version ""2""; gene_name ""IGKV1OR22-5""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000230481,IGKV1OR22-5,IG_V_pseudogene,0.15408051643550189,0.15396003986119963,477
22,havana,gene,16914235,16914981,.,-,.,"gene_id ""ENSG00000253691""; gene_version ""2""; gene_name ""IGKV2OR22-4""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253691,IGKV2OR22-4,IG_V_pseudogene,0.1543307204631972,0.15421674754435452,746
22,havana,gene,16921443,16922173,.,-,.,"gene_id ""ENSG00000253460""; gene_version ""2""; gene_name ""IGKV2OR22-3""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253460,IGKV2OR22-3,IG_V_pseudogene,0.1545107794320099,0.1543962557268776,730
22,havana,gene,16925952,16926444,.,-,.,"gene_id ""ENSG00000254264""; gene_version ""2""; gene_name ""IGKV3OR22-2""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000254264,IGKV3OR22-2,IG_V_pseudogene,0.1546234162092541,0.1545028574298192,492
22,havana,gene,16933521,16934003,.,-,.,"gene_id ""ENSG00000253481""; gene_version ""2""; gene_name ""IGKV1OR22-1""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253481,IGKV1OR22-1,IG_V_pseudogene,0.15481249311476786,0.1546915257212113,482
22,havana,gene,16950086,17034417,.,-,.,"gene_id ""ENSG00000280156""; gene_version ""1""; gene_name ""AC006548.3""; gene_source ""havana""; gene_biotype ""sense_overlapping"";",ENSG00000280156,AC006548.3,sense_overlapping,0.15522629400522042,0.1571978013941636,84331
22,ensembl_havana,gene,16961936,17008222,.,-,.,"gene_id ""ENSG00000215568""; gene_version ""7""; gene_name ""GAB4""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000215568,GAB4,protein_coding,0.1555223121490093,0.1565439892638532,46286
22,havana,gene,17012404,17012932,.,+,.,"gene_id ""ENSG00000270226""; gene_version ""1""; gene_name ""AC006548.2""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000270226,AC006548.2,processed_pseudogene,0.15678302469590694,0.15666154815424305,528
22,havana,gene,17021398,17022570,.,-,.,"gene_id ""ENSG00000276400""; gene_version ""1""; gene_name ""VN1R9P""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000276400,VN1R9P,processed_pseudogene,0.15700769871997758,0.15690210708960978,1172
22,havana,gene,17036570,17060825,.,+,.,"gene_id ""ENSG00000237438""; gene_version ""7""; gene_name ""CECR7""; gene_source ""havana""; gene_biotype ""transcribed_unprocessed_pseudogene"";",ENSG00000237438,CECR7,transcribed_unprocessed_pseudogene,0.15738670186576365,0.15785692988193742,24255
22,havana,gene,17067821,17070675,.,+,.,"gene_id ""ENSG00000273203""; gene_version ""1""; gene_name ""AC006946.2""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000273203,AC006946.2,lincRNA,0.1581673654110418,0.15810278021534294,2854
22,havana,gene,17080701,17081456,.,+,.,"gene_id ""ENSG00000273442""; gene_version ""1""; gene_name ""AC006946.3""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000273442,AC006946.3,lincRNA,0.15848911340192795,0.15837186777315457,755
22,ensembl_havana,gene,17084954,17115694,.,+,.,"gene_id ""ENSG00000177663""; gene_version ""13""; gene_name ""IL17RA""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000177663,IL17RA,protein_coding,0.15859535518804896,0.15922642855641725,30740
22,havana,gene,17093612,17093939,.,-,.,"gene_id ""ENSG00000235328""; gene_version ""1""; gene_name ""AC006946.1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000235328,AC006946.1,processed_pseudogene,0.15881163578627042,0.1586834362718247,327
22,ensembl_havana,gene,17116299,17121367,.,-,.,"gene_id ""ENSG00000183307""; gene_version ""3""; gene_name ""TMEM121B""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000183307,TMEM121B,protein_coding,0.15937836689413018,0.159368023372804,5068
22,havana,gene,17121586,17132104,.,+,.,"gene_id ""ENSG00000235478""; gene_version ""4""; gene_name ""LINC01664""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000235478,LINC01664,lincRNA,0.15951043844908475,0.15963601271592834,10518
22,ensembl_havana,gene,17137511,17165287,.,-,.,"gene_id ""ENSG00000069998""; gene_version ""12""; gene_name ""HDHD5""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000069998,HDHD5,protein_coding,0.1599082518617293,0.1604642413061207,27776
22,havana,gene,17159384,17165445,.,+,.,"gene_id ""ENSG00000185837""; gene_version ""3""; gene_name ""HDHD5-AS1""; gene_source ""havana""; gene_biotype ""antisense_RNA"";",ENSG00000185837,HDHD5-AS1,antisense_RNA,0.16045464889625202,0.16046818489522507,6061
22,ensembl_havana,gene,17178790,17221989,.,-,.,"gene_id ""ENSG00000093072""; gene_version ""15""; gene_name ""ADA2""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000093072,ADA2,protein_coding,0.16093941919991167,0.1618794906060962,43199
22,havana,gene,17192936,17193308,.,+,.,"gene_id ""ENSG00000236325""; gene_version ""1""; gene_name ""AC005300.1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000236325,AC005300.1,processed_pseudogene,0.16129279242033678,0.16116362934595374,372
22,havana,gene,17213516,17214155,.,+,.,"gene_id ""ENSG00000203416""; gene_version ""3""; gene_name ""FAM32BP""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000203416,FAM32BP,processed_pseudogene,0.1618068897536005,0.1616839584729085,639
22,havana,gene,17256859,17266733,.,-,.,"gene_id ""ENSG00000241832""; gene_version ""1""; gene_name ""CECR3""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000241832,CECR3,lincRNA,0.16288961670771368,0.16299627510537495,9874
22,havana,gene,17329034,17329232,.,+,.,"gene_id ""ENSG00000231004""; gene_version ""2""; gene_name ""CECR9""; gene_source ""havana""; gene_biotype ""TEC"";",ENSG00000231004,CECR9,TEC,0.16469257953707758,0.16455621419040137,198
22,ensembl,gene,17352881,17353177,.,-,.,"gene_id ""ENSG00000239547""; gene_version ""3""; gene_name ""RN7SL843P""; gene_source ""ensembl""; gene_biotype ""misc_RNA"";",ENSG00000239547,RN7SL843P,misc_RNA,0.16528828794846437,0.1651538676151115,296
22,ensembl_havana,gene,17359949,17558149,.,+,.,"gene_id ""ENSG00000099954""; gene_version ""18""; gene_name ""CECR2""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000099954,CECR2,protein_coding,0.16546484965650654,0.1702698508170193,198200
22,havana,gene,17418697,17419828,.,+,.,"gene_id ""ENSG00000229492""; gene_version ""1""; gene_name ""FO681548.1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000229492,FO681548.1,processed_pseudogene,0.16693240019754527,0.1668174382315389,1131
22,havana,gene,17424388,17424775,.,-,.,"gene_id ""ENSG00000232305""; gene_version ""1""; gene_name ""CLCP1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000232305,CLCP1,processed_pseudogene,0.16707456384786615,0.1669409125055853,387
